o_provincia	o_localidad	o_calle	o_numero	o_CP	n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP	n_resolucion	n_motivo	n_entre Calle 1	n_entre Calle 2	 CV_ZonaPeligrosa
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PAEZ	2062	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	JOSE ANTONIO PAEZ	2062	1406	CO	SM	BOYACA	GRANADEROS A CABALLO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	HUMAHUACA	3951	1192	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	HUMAHUACA	3951	1192	CO	SM	JERONIMO SALGUERO	MEDRANO	N
BUENOS AIRES	TIGRE	WASHINGTON	2245	1648	BUENOS AIRES	TIGRE	RINCON DE MILBERG		WASHINGTON	2245	1648	CO	SM	ANDALUCIA		N
BUENOS AIRES	AVELLANEDA	DE BENEDETTI	2100 - TORRE 1 A	1870	BUENOS AIRES	AVELLANEDA	AVELLANEDA		DE BENEDETTI	2100	1870	NE	CI			
CORDOBA	MARCOS JUAREZ	ALEM L. N. Y ALVEAR	S/N	2580	CORDOBA		MARCOS JUAREZ		ALEM L		2580	NE	AI			
BUENOS AIRES	BELLA VISTA		ARTURO ILLIA		BUENOS AIRES	SAN MIGUEL	BELLA VISTA	PARTIDO GENERAL SARMIENTO	ARTURO ILLIA			NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	INCLAN	3945	1258	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	INCLAN	3945	1258	CO	SM	CASTRO	QUINTINO BOCAYUVA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	URUGUAY	1280	1016	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	URUGUAY	1280	1016	CO	SM	ARENALES	JUNCAL	N
BUENOS AIRES	LOMAS DE ZAMORA	PATRICIOS	423	1832	BUENOS AIRES	LOMAS DE ZAMORA	TURDERA		PATRICIOS	423	1834	CO	SM	AVENIDA PRESIDENTE HIPOLITO YRIGOYEN	SAN FRANCISCO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LISANDRO DE LA TORRE	2471	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	AV DR L DE LA TORRE	2471	1440	CO	SM	AVENIDA DE LOS CORRALES	GENERAL EUGENIO GARZON	N
FORMOSA	FORMOSA	MITRE	1652	3600	FORMOSA	FORMOSA	FORMOSA	SAN JOSE OBRERO	GRAL MITRE	1652	3600	CO	SM	AVENIDA NAPOLEON URIBURU OESTE		N
SANTA FE	ROSARIO	CASILDA	2070	2000	SANTA FE	ROSARIO	ROSARIO	LUDUEÑA SUR Y NORTE	CASILDA	2070	2013	CO	SM	CALANDRIA BIS	COLIBRI BIS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DE MENDOZA DON PEDRO AV.	2233	1169	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOCA	AV P DE MENDOZA	2233	1169	CO	SM	BENITO QUINQUELA MARTIN	DOCTOR ALFREDO PALACIOS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	OLAZABAL	2390	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	AV F DE OLAZABAL	2390	1428	CO	SM	VUELTA DE OBLIGADO	AVENIDA CABILDO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GARAY JUAN DE AVDA.	3060	1256	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	AV J DE GARAY	3060	1256	CO	SM	LA RIOJA	GENERAL JUSTO JOSE DE URQUIZA	N
SAN JUAN	SAN JUAN	PUEYRREDON -N-	32	5400	SAN JUAN	CAPITAL	SAN JUAN		J M PUEYRREDON NORTE	32	5400	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MAIPU	53	1084	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MAIPU	53	1084	CO	SM	BATALLA DE CHACABUCO	GENERAL BARTOLOME MITRE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVERA FRUCTUOSO GENERAL	2650	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SOLDATI	GRAL FRUCTUOSO RIVERA	2650	1437	CO	SM	VARELA	BERNARDO CASTAÑON	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CABILDO AVDA.	2230	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	AV CABILDO	2230	1428	CO	SM	MENDOZA	AVENIDA FELIX DE OLAZABAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GUATEMALA	5905	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	GUATEMALA	5905	1425	CO	SM	DOCTOR EMILIO RAVIGNANI	CORONEL DOMINGO DE AREVALO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PERON EVA AVDA.	1653	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	AV M EVA DUARTE DE PERON	1653	1406	CO	SM	FRAY JOSE WENCESLAO ACHAVAL	AVENIDA CURAPALIGUE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ARCE	402	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	ESTEBAN ARCE	402	1426	CO	SM	AVENIDA GENERAL INDALECIO CHENAUT	JOSE ORTEGA Y GASSET	N
BUENOS AIRES	MERLO	AV DEL LIBERTADOR	714	1722	BUENOS AIRES	MERLO	MERLO		AV DEL LIBERTADOR	714	1722	CO	SM	SUIPACHA	AVENIDA PRESIDENTE JUAN DOMINGO PERON	N
SALTA	SALTA	TEDIN VIRGILIO	876	4400	SALTA	CAPITAL	SALTA	VILLA SAN ANTONIO	V TEDIN	876	4400	CO	SM	PASAJE ESCUADRON DE LOS INFERNALES	DE LOS PARTIDARIOS	N
SANTA FE	ROSARIO	ITUZAINGO	1836	2000	SANTA FE	ROSARIO	ROSARIO	DEL ABASTO	ITUZAINGO	1836	2000	CO	SM	ITALIA	MIDDLETON	N
CORDOBA	CORDOBA	AV. COLON	136	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	AV COLON	136	5000	CO	SM	JOSE RIVERA INDARTE	AVENIDA GENERAL JOSE MARIA PAZ	N
TUCUMAN	SAN MIGUEL DE TUCUMAN	MENDOZA	654	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO	PROVINCIA DE MENDOZA	654	4000	CO	SM	ESCOLASTICO ILDEFONSO MUÑECAS	BATALLA DE MAIPU	N
CORDOBA	VILLA ALLENDE	ROQUE SAENZ PEÃ?A	187	5105	CORDOBA	COLON	VILLA ALLENDE		AV SAENZ PEÑA	187	5105	CO	SM			
BUENOS AIRES	TABLADA	SAN PEDRO	1895	1766	BUENOS AIRES	LA MATANZA	LA TABLADA		SAN PEDRO	1895	1766	CO	SM	ATAHUALPA	OMBU	N
BUENOS AIRES	VILLA MARTELLI	GRAL. LAS HERAS	4886	1603	BUENOS AIRES	VICENTE LOPEZ	VILLA MARTELLI		GRAL LAS HERAS	4886	1603	CO	SM	ALMIRANTE MANUEL BLANCO ENCALADA	BRIGADIER ANTONIO BALCARCE GONZALEZ	N
BUENOS AIRES	BERAZATEGUI	CALLE 11	4105	1884	BUENOS AIRES	BERAZATEGUI	BERAZATEGUI	FALUCHO	CALLE 11	4105	1884	CO	SM	CALLE 141	CALLE 142	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	FLORIDA	121	1005	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	FLORIDA	121	1005	CO	SM	GENERAL BARTOLOME MITRE	TENIENTE GENERAL JUAN DOMINGO PERON	N
BUENOS AIRES	BECCAR	ESTANISLAO ZEBALLOS	2739	1643	BUENOS AIRES	SAN ISIDRO	BECCAR		ESTANISLAO ZEBALLOS	2739	1643	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PUEYRREDON AVDA.	338	1032	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV GRAL JUAN M DE PUEYRREDON	338	1032	CO	SM	DOMINGO FAUSTINO SARMIENTO	DOCTOR JOSE VALENTIN GOMEZ	N
SANTA CRUZ	LAS HERAS	RIO GALLEGOS	220	9017	SANTA CRUZ	DESEADO	LAS HERAS		AV RIO GALLEGOS	220	9017	CO	SM			
BUENOS AIRES	VILLA BALLESTER	AMERICA	109	1653	BUENOS AIRES	GENERAL SAN MARTIN	VILLA BALLESTER		AMERICA	109	1653	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SANTO TOME	6582	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VERSALLES	SANTO TOME	6582	1408	CO	SM	PASAJE COCHICO	MADERO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SUIPACHA	664	1008	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SUIPACHA	664	1008	CO	SM	TUCUMAN	GENERAL JUAN JOSE VIAMONTE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ROCA JULIO A. PRESIDENTE AVDA.	636	1067	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AV PRES GRAL J A ROCA	636	1067	CO	SM	DOCTOR ADOLFO ALSINA	GENERAL SIMON BOLIVAR	N
BUENOS AIRES	AVELLANEDA	BEGUERESTAIN	142	1870	BUENOS AIRES	AVELLANEDA	AVELLANEDA		BEGUERESTAIN	142	1870	NE	AI			
CORDOBA	CORDOBA	AV. MAYO	242	5000	CORDOBA	CAPITAL	CORDOBA		AV DE MAYO	242	5000	CO	SM			
BUENOS AIRES	EL TALAR	M. BOENA	2731	1617	BUENOS AIRES	TIGRE	EL TALAR		MARIA C BOENA	2731	1617	CO	SM	VENEZUELA	DOCTOR ESTANISLAO SEVERO ZEBALLOS	N
CORDOBA	CORDOBA	VELEZ	249	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	AV DR VELEZ SARSFIELD	249	5000	CO	SM	CASEROS	AVENIDA PRESBITERO IGNACIO DUARTE QUIROS	N
BUENOS AIRES	LOMAS DE ZAMORA	FLEMING	223	1832	BUENOS AIRES	LOMAS DE ZAMORA	PARQUE BARON		SIR A FLEMING	223	1832	CO	SM	OSLO	MADRID	N
BUENOS AIRES	ADROGUE	TRUMMOND	538	1846	BUENOS AIRES	ALMIRANTE BROWN	ADROGUE	ALMIRANTE BROWN	F DRUMOND	538	1846	CO	SM	CANALE	MITRE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MONTE	5494	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	MONTE	5494	1440	CO	SM	PASAJE EMILIO BECHER	JOSE ANTONIO MIRALLA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	JUNIN	151	1026	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	JUNIN	151	1026	CO	SM	GENERAL BARTOLOME MITRE	TENIENTE GENERAL JUAN DOMINGO PERON	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LA PAMPA	5050	1431	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHAS	LA PAMPA	5050	1431	CO	SM	GENERAL BENJAMIN VICTORICA	AGUSTIN GAMARRA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ZUVIRIA	4544	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	DR F DE ZUVIRIA	4544	1439	CO	SM	GENERAL MANUEL DE ESCALADA	GUARDIA NACIONAL	N
TUCUMAN	SAN MIGUEL DE TUCUMAN	RAFAEL OBLIGADO	1215	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	VILLA 9 DE JULIO	OBLIGADO	1215	4000	CO	SM	GENERAL JOSE ANTONIO ALVAREZ CONDARCO	PASAJE CARLOS GARDEL	N
BUENOS AIRES	SAN MARTIN		CALLE 103		BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN	PTDO. GENERAL SAN MARTIN	CALLE 103			NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	YERBAL	2245	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	YERBAL	2245	1406	CO	SM	GAVILAN	CARACAS	N
BUENOS AIRES	SAN FERNANDO	JUAN B JUSTO	2160	1646	BUENOS AIRES	SAN FERNANDO	SAN FERNANDO		AV DR JUAN BAUTISTA JUSTO	2160	1646	CO	SM	URCOLA	ENTRE RIOS	N
BUENOS AIRES	SAN JUSTO	MATHEU	1351	1754	BUENOS AIRES	LA MATANZA	SAN JUSTO		MATHEU	1351	1754	CO	SM	DOCTOR JOSE INGENIEROS	ARGENTINA	N
CORDOBA	VILLA UNION	ANTOFAGASTA	1492	5103	CORDOBA		VILLA UNION		ANTOFAGASTA	1492	5103	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	6495	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV B RIVADAVIA	6495	1406	CO	SM	BOYACA	FRAY LUIS BELTRAN	N
BUENOS AIRES	SAN PEDRO	BARTOLOME MITRE	1200	2930	BUENOS AIRES	SAN PEDRO	SAN PEDRO		AV GRAL MITRE	1200	2930	CO	SM	AVENIDA 3 DE FEBRERO	DOCTOR HONORIO PUEYRREDON	N
BUENOS AIRES	BELLA VISTA	AV. PTE. ILLIA	1661	1661	BUENOS AIRES	SAN MIGUEL	CAMPO DE MAYO		AV PRES ARTURO H ILLIA	1661	1659	CO	SM	SOURDEAUX	QUIRNO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AVELLANEDA	1863	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV DR N AVELLANEDA	1863	1406	CO	SM	AVENIDA DONATO ALVAREZ	PASAJE DOCTOR JOSE ALBERTO CALCENA	N
SANTA FE	ROSARIO	MENDOZA	4526	2000	SANTA FE	ROSARIO	ROSARIO	REMEDIOS DE ESCALADA DE SAN MARTIN	MENDOZA	4526	2002	CO	SM	GOBERNADOR SERVANDO BAYO	PASCUAL ROSAS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BARRERA	871		CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		BARRERA	871		NE	CI			
CORDOBA	RIO CUARTO	SAN LORENZO	3001	5800	CORDOBA	RIO CUARTO	RIO CUARTO	INDUSTRIAL	SAN LORENZO	3001	5800	CO	SM	GOBERNADOR RODRIGUEZ	GENERAL ENRIQUE MOSCONI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MATURIN	2733	1416	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PATERNAL	MATURIN	2733	1416	CO	SM	JUAN AGUSTIN GARCIA	MANUEL RICARDO TRELLES	N
MENDOZA	MENDOZA	ARISTOBULO DEL VALLE	653	5500	MENDOZA	CAPITAL	MENDOZA		ARISTOBULO DEL VALLE	653	5500	CO	SM	PASO DE LOS ANDES	HUARPES	N
BUENOS AIRES	SAN ISIDRO	ROQUE SAENZ PEÃ?A	370	1642	BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		PRES ROQUE SAENZ PEÑA	370	1642	CO	SM	POETA RAFAEL OBLIGADO	MARTIN FIERRO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORRALES	6726	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA RIACHUELO	CORRALES	6726	1439	CO	SM	MONTIEL	JOSE LEON SUAREZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MATHEU	2151	1249	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	D MATHEU	2151	1249	CO	SM	JOSE RONDEAU	AVENIDA CASEROS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LACROZE FEDERICO AVDA.	2911	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	AV F LACROZE	2911	1426	CO	SM	GENERAL EMILIO CONESA	BRIGADIER GENERAL JOSE MATIAS ZAPIOLA	N
CORDOBA	CORDOBA	TANDIL	1474	5000	CORDOBA	CAPITAL	CORDOBA	VILLA REVOL	TANDIL	1474	5014	CO	SM	SEVERO DE OLMOS	HERNANDO DE LERMA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DONIZETTI	561	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LURO	C DONIZETTI	561	1407	CO	SM	AVENIDA GOBERNADOR EMILIO CASTRO	AVENIDA JUAN BAUTISTA ALBERDI	N
RIO NEGRO	CIPOLLETTI	BELGRANO	707	8324	RIO NEGRO	GENERAL ROCA	CIPOLLETTI	LOS ALAMOS	DR M BELGRANO	707	8324	CO	SM	URQUIZA	RECONQUISTA	N
BUENOS AIRES	PILAR	MEXICO	350	1629	BUENOS AIRES	PILAR	PILAR		MEXICO	350	1629	CO	SM	ECUADOR		N
BUENOS AIRES	LIMA	CAMINO A BARADERO	825	2806	BUENOS AIRES	ZARATE	LIMA		CAMINO A BARADERO	825	2806	NE	CI			
MENDOZA	GUAYMALLEN	GOMENSORO	1349	5519	MENDOZA	GUAYMALLEN	SAN JOSE DE GUAYMALLEN		GOMENSORO	1349	5519	CO	SM			
CORDOBA	RIO 3ro.	CID CAMPEADOR Y AVDA. PIO X	S/N	5850	CORDOBA		RIO TERCERO		CID CAMPEADOR		5850	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LAS HERAS GENERAL AVDA.	2049	1127	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV GRAL LAS HERAS	2049	1127	CO	SM	JUNIN	PRESIDENTE JOSE EVARISTO URIBURU	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	4620	1424	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	AV B RIVADAVIA	4620	1424	CO	SM	FELIPE SENILLOSA	PASAJE REPUBLICA DE INDONESIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CUCHA CUCHA	748	1405	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	CUCHA CUCHA	748	1405	CO	SM	FELIPE VALLESE	ARENGREEN	N
SANTA FE	ROSARIO	SAN MARTIN	5301	2000	SANTA FE	ROSARIO	ROSARIO	PRESIDENTE ROQUE SAENZ PEÑA	AVDA SAN MARTIN	5301	2011	CO	SM	REGIMIENTO 11	AVENIDA NUESTRA SEÑORA DEL ROSARIO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	789	1002	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV B RIVADAVIA	789	1002	CO	SM	BATALLA DE CHACABUCO	PIEDRAS	N
MENDOZA	GODOY CRUZ	J. B. JUSTO	1490	5501	MENDOZA		GODOY CRUZ		J B JUSTO	1490	5501	DU	DS			
SANTA FE	ROSARIO	AVDA. CIRCUNVALACIÃ?N	975	2000	SANTA FE		ROSARIO		AVENIDA CIRCUNVALACIAN	975	2000	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MAIPU	116	1084	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MAIPU	116	1084	CO	SM	GENERAL BARTOLOME MITRE	AVENIDA PRESIDENTE ROQUE SAENZ PEÑA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AV. JUAN B. JUSTO	2331	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV DR JUAN BAUTISTA JUSTO	2331	1414	CO	SM	GENERAL JUAN RAMIREZ DE VELAZCO	VERA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAENZ PEÃ?A ROQUE AVDA. PTE.	938	1035	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		SAENZ PEAA ROQUE		1035	NE	AI			
BUENOS AIRES	MONTE GRANDE	SAAVEDRA	1070	1842	BUENOS AIRES	ESTEBAN ECHEVERRIA	MONTE GRANDE	SAN NORBERTO	GRAL CORNELIO SAAVEDRA	1070	1842	CO	SM	ALEJO ORTEGA	AVENIDA DOCTOR RAMON SANTAMARINA	N
CORDOBA	CORDOBA	ARTURO M BAS	2817	5000	CORDOBA	CAPITAL	CORDOBA	PQUE V. SARSFIELD	ARTURO M BAS	2817	5016	CO	SM	ARQUITECTO E LA PADULA	DOCTOR PABLO MIRIZZI	N
BUENOS AIRES	MARTINEZ	BALCARCE	2322	1640	BUENOS AIRES	SAN ISIDRO	MARTINEZ		BALCARCE	2322	1640	CO	SM	DOCTOR FRANCISCO JAVIER MUÑIZ	GENERAL ANGEL PACHECO	N
RIO NEGRO	VIEDMA	WINTER	70	8500	RIO NEGRO		VIEDMA		WINTER	70	8500	NE	CI			
JUJUY	SAN PEDRO	AV. 7 DE NOVIEMBRE	435	4500	JUJUY	SAN PEDRO	SAN PEDRO		7 DE NOVIEMBRE	435	4500	CO	SM			N
BUENOS AIRES	LOMAS DE ZAMORA	COLOMBRES	774	1832	BUENOS AIRES	LOMAS DE ZAMORA	LOMAS DE ZAMORA		JOSE E COLOMBRES	774	1832	CO	SM	GENERAL SIMON BOLIVAR	MONSEÑOR PIAGGIO	N
JUJUY	YUTO	KILOMETRO 6	S/N	4518	JUJUY	LEDESMA	YUTO		KILOMETRO 6 S/N	6	4518	CO	SM			N
CORDOBA	BÂ° PROVIDENCIA	12 DE OCTUBRE	1331	5000	CORDOBA	CAPITAL	CORDOBA	PROVIDENCIA	12 DE OCTUBRE	1331	5000	CO	SM	CORONEL AGUSTIN OLMEDO	AVENIDA SANTA FE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	G. RIVEO	3991	1419	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		G RIVEO	3991	1419	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CAÃ?ADA DE GOMEZ	1639	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	CAÑADA DE GOMEZ	1639	1440	CO	SM	ZELADA	SEVERO GARCIA GRANDE DE ZEQUEIRA	N
BUENOS AIRES	EL PALOMAR	DERQUI	476	1684	BUENOS AIRES	MORON	EL PALOMAR		PRES SANTIAGO DERQUI	476	1684	CO	SM	AVENIDA INGENIERO GUILLERMO MARCONI	MACEDONIO FERNANDEZ	N
BUENOS AIRES	LOMAS DEL MIRADOR	POSADAS	141	1752	BUENOS AIRES	LA MATANZA	RAMOS MEJIA		POSADAS	141	1704	CO	SM	PUEYRREDON	SARGENTO JUAN BAUTISTA CABRAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LAVALLE	391	1047	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN LAVALLE	391	1047	CO	SM	25 DE MAYO	RECONQUISTA	N
BUENOS AIRES	HAEDO	JOSE MARIA MORENO	355	1706	BUENOS AIRES	MORON	HAEDO		DR J MARIA MORENO	355	1706	CO	SM	DOCTOR OSVALDO MAGNASCO	CAPITAN SAMUEL SPIRO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BILLINGHURST	112	1174	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	BILLINGHURST	112	1174	CO	SM	GENERAL BARTOLOME MITRE	AVENIDA GENERAL EUSTAQUIO DIAZ VELEZ	N
SANTA FE	ROSARIO	MATIENZO	2643	2000	SANTA FE	ROSARIO	ROSARIO	TRIANGULO Y MODERNO	CAP B MATIENZO	2643	2010	CO	SM	AVENIDA PRESIDENTE JUAN DOMINGO PERON	DOCTOR JOSE MANUEL GALVEZ	N
BUENOS AIRES	CIUDADELA	SAN ROQUE	3651	1702	BUENOS AIRES	TRES DE FEBRERO	CIUDADELA		SAN ROQUE	3651	1702	CO	SM	ALMIRANTE GUILLERMO BROWN	RECONQUISTA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALSINA ADOLFO	875	1087	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR A ALSINA	875	1087	CO	SM	PIEDRAS	TACUARI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	FLORIDA	165	1333	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	FLORIDA	165	1005	CO	SM	GENERAL BARTOLOME MITRE	TENIENTE GENERAL JUAN DOMINGO PERON	N
BUENOS AIRES	VILLA SARMIENTO	3 DE FEBRERO	527	1706	BUENOS AIRES	MORON	VILLA SARMIENTO		AV 3 DE FEBRERO	527	1706	CO	SM	AVENIDA GAONA	SENADOR GREGORIO MACHO VIDAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAENZ PEÃ?A ROQUE AVDA. PTE.	846	1035	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		SAENZ PEAA ROQUE		1035	NE	AI			
SIN PROVINCIA	SIN LOCALIDAD	RUTA NACIONAL 8 (PARQUE INDUSTRIAL)	601	5800	SIN PROVINCIA		SIN LOCALIDAD		RUTA NACIONAL 8	601	5800	DU	DS			
BUENOS AIRES	TIGRE	STGO. DEL ESTERO	1675	1648	BUENOS AIRES	TIGRE	TIGRE		SANTIAGO DEL ESTERO	1675	1648	CO	SM	AVENIDA CRISOLOGO LARRALDE	AVENIDA DOCTOR JUAN BAUTISTA JUSTO	N
MISIONES	POSADAS	CARAGUATAY	KM. 6	3300	MISIONES		POSADAS		CARAGUATAY		3300	NE	CI			
