o_provincia	o_localidad	o_calle	o_numero	o_CP	n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP	n_resolucion	n_motivo	n_entre Calle 1	n_entre Calle 2	 CV_ZonaPeligrosa
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ZUVIRIA	5291	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	DR F DE ZUVIRIA	5291	1439	CO	SM	POLA	FONROUGE	N
BUENOS AIRES	AZUL	BOLIVAR	601	7300	BUENOS AIRES	AZUL	AZUL		GRAL SIMON BOLIVAR	601	7300	CO	SM	AVENIDA 25 DE MAYO	GENERAL MARIANO NECOCHEA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LACROZE FEDERICO AVDA.	2375	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV F LACROZE	2375	1426	CO	SM	3 DE FEBRERO	AVENIDA CABILDO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CUBAS JOSE	2255	1419	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA PUEYRREDON	J CUBAS	2255	1419	CO	SM	GAVILAN	CARACAS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PARAGUAY	647	1057	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PARAGUAY	647	1057	CO	SM	FLORIDA	MAIPU	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SEGUI F. J. ALMIRANTE	1880	1416	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA GENERAL MITRE	ALTE F SEGUI	1880	1416	CO	SM	GENERAL CESAR DIAZ	ALEJANDRO MAGARIÑOS CERVANTES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	S/C	S/N	1017	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		S/N		1017	NE	CI			
SIN PROVINCIA	SIN LOCALIDAD	MOLIERE	856		SIN PROVINCIA		SIN LOCALIDAD		MOLIERE	856		NE	LI			
CORDOBA	LAS PERDICES	INT ROBERTO TORRES	552	5921	CORDOBA	TERCERO ARRIBA	LAS PERDICES		INTE ROBERTO TORRES	552	5921	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DEL LIBERTADOR AVDA.	6168	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	AV DEL LIBERTADOR	6168	1428	CO	SM	MENDOZA	AVENIDA FELIX DE OLAZABAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	VIRGILIO	2787	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA REAL	VIRGILIO	2787	1408	CO	SM	JOSE PEDRO VARELA	CORONEL RAMON LISTA	N
ENTRE RIOS	PARANA	EL TALAR	1764	3100	ENTRE RIOS	PARANA	PARANA	LA MILAGROSA	EL TALAR	1764	3100	CO	SM	BLAS PARERA	FRAY JUSTO SANTA MARIA DE ORO	N
CORDOBA	CORDOBA	27 DE ABRIL	S/N	5000	CORDOBA		CORDOBA		27 DE ABRIL		5000	NE	AI			
CORDOBA	BARRIO COLON	ALICANTE	2555	5000	CORDOBA	CAPITAL	CORDOBA	COLON	PJE ALICANTE	2555	5014	CO	SM	BURGOS	PROVINCIAS VASCONGADAS	N
MENDOZA	SAN RAFAEL	PRINGLES	247	5600	MENDOZA	SAN RAFAEL	SAN RAFAEL		CNEL J PRINGLES	247	5600	CO	SM	MAZA	INDEPENDENCIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALVEAR AVDA.	1923	1129	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV ALVEAR	1923	1129	CO	SM	AYACUCHO	PASAJE EDUARDO SCHIAFFINO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALVAREZ THOMAS AVDA.	958	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	AV ALVAREZ THOMAS	958	1427	CO	SM	FRANCISCO DE CESPEDES	GREGORIA PEREZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LIMA	229	1073	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	LIMA	229	1073	CO	SM	DOCTOR ADOLFO ALSINA	DOCTOR MARIANO MORENO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	JUNIN	1055/7	1113	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	JUNIN	1055	1113	CO	SM	PRESIDENTE MARCELO TORCUATO DE ALVEAR	AVENIDA SANTA FE	N
ENTRE RIOS	VICTORIA	BAJADA P.GREGORIO SPIAZZI	49	3153	ENTRE RIOS		VICTORIA		BAJADA P GREGORIO SPIAZZI	49	3153	NE	CI			
BUENOS AIRES	BELLA VISTA		PARDO		BUENOS AIRES	SAN MIGUEL	BELLA VISTA	PARTIDO GENERAL SARMIENTO	PARDO			NE	AI			
CORDOBA	UNQUILLO	SAN MARTIN	1483	5109	CORDOBA	COLON	UNQUILLO	CENTRO	AVDA SAN MARTIN	1483	5109	CO	SM	CHACO	DOCTOR JUAN MILICH	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GALLARDO ANGEL AVDA.	335	1405	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV A GALLARDO	335	1405	CO	SM	AVENIDA PATRICIAS ARGENTINAS	AVENIDA PATRICIAS ARGENTINAS	N
SALTA	PICHANAL	AVDA. PUCARA	125	4534	SALTA	ORAN	PICHANAL		AV PUCARA	125	4534	CO	SM	ISLAS MALVINAS		N
TUCUMAN	SAN MIGUEL DE TUCUMAN	C. ALVAREZ	620	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO	C ALVAREZ	620	4000	CO	SM	PROVINCIA DE BUENOS AIRES	BATALLA DE CHACABUCO	N
MENDOZA	MENDOZA	GUTIERREZ	450	5500	MENDOZA	CAPITAL	MENDOZA		GRAL GUTIERREZ	450	5500	CO	SM	AVENIDA BARTOLOME MITRE	REPUBLICA DE CHILE	N
BUENOS AIRES	SIERRAS BAYAS	CANEVA MONSEÃ?OR	1679	7403	BUENOS AIRES	OLAVARRIA	SIERRAS BAYAS		MONS C CANEVA	1679	7403	CO	SM			N
BUENOS AIRES	VILLA MARTELLI	AV. LAPRIDA	4840	1603	BUENOS AIRES	VICENTE LOPEZ	VILLA MARTELLI		FRANCISCO DE LAPRIDA	4840	1603	CO	SM	ALMIRANTE MANUEL BLANCO ENCALADA	BRIGADIER ANTONIO BALCARCE GONZALEZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LAVALLE	534	1047	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN LAVALLE	534	1047	CO	SM	SAN MARTIN	FLORIDA	N
BUENOS AIRES	LA LUCILA	ADA ELFLEIN	3713	1636	BUENOS AIRES	VICENTE LOPEZ	LA LUCILA		AV MAESTRA ADA ELFLEIN	3713	1636	CO	SM	SALVADOR DEBENEDETTI	MANUEL DIAZ VELEZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SCALABRINI ORTIZ RAUL AVDA.	3315	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV SCALABRINI ORTIZ	3315	1425	CO	SM	DOCTOR JUAN FRANCISCO SEGUI	AVENIDA DEL LIBERTADOR	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BRASIL Y ESPAÃ?A	S/N	1107	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES		SUBIDA BRASIL		1107	CO	SM			
RIO NEGRO	RIO COLORADO	SARMIENTO Y ECHEVERRRIA	0	8138	RIO NEGRO		RIO COLORADO		SARMIENTO		8138	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	HABANA	3218	1419	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA PUEYRREDON	HABANA	3218	1419	CO	SM	CLAUDIO MAMERTO CUENCA	CAMPANA	N
BUENOS AIRES	LOMAS DE ZAMORA	CARLOS PELLEGRINI	150	1832	BUENOS AIRES	LOMAS DE ZAMORA	LOMAS DE ZAMORA		PRES CARLOS PELLEGRINI	150	1832	CO	SM	DOCTOR MARIANO BOEDO	DOCTOR ANTONIO MARIA SAENZ	N
RIO NEGRO	SAN CARLOS DE BARILOCHE	BUSTILLO	1200	8400	RIO NEGRO	BARILOCHE	SAN CARLOS DE BARILOCHE		AV E BUSTILLO	1200	8400	CO	SM	SALTA		N
SANTIAGO DEL ESTERO	SANTIAGO DEL ESTERO	AVDA.BELGRANO (S)	1018	4200	SANTIAGO DEL ESTERO	CAPITAL	SANTIAGO DEL ESTERO	CENTRO	AV GRAL M BELGRANO SUR	1018	4200	CO	SM	CATAMARCA	AVENIDA ALSINA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RECONQUISTA	522	1003	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	522	1003	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
CORDOBA	CORDOBA	FRANK SCHUBERT	1347	5000	CORDOBA	CAPITAL	CORDOBA	EL TREBOL	SCHUBERT F	1347	5010	CO	SM	ALFREDO SCHIUMA	JUAN JOSE CASTRO	N
BUENOS AIRES	WILDE	CAMINO GENERAL BELGRANO	6060	1875	BUENOS AIRES	AVELLANEDA	WILDE		CNO GRAL BELGRANO	6060	1875	CO	SM	PAYSANDU	HILARIO ASCASUBI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CHASCOMUS	5709	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	CHASCOMUS	5709	1440	CO	SM	JOSE IGNACIO LARRAYA	AVENIDA CORONEL MARIANO LARRAZABAL	N
SALTA	ORAN	ARENDES	1870	4530	SALTA	ORAN	SAN RAMON DE LA NUEVA ORAN		ARENALES	1870	4530	CO	SM	LOS SAUCES	JUANA AZURDUY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GUATEMALA	4334	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	GUATEMALA	4334	1425	CO	SM	PEDRO MIGUEL ARAOZ	AVENIDA DOCTOR RAUL SCALABRINI ORTIZ	N
SANTA FE	CAPITAN BERMUDEZ	CORDOBA	50	2154	SANTA FE	SAN LORENZO	CAPITAN BERMUDEZ		CORDOBA	50	2154	CO	SM	ENTRE RIOS	VENEZUELA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PERNAMBUCO	2426	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	PJE PERNAMBUCO	2426	1417	CO	SM	ADOLFO PEDRO CARRANZA	LASCANO	N
BUENOS AIRES	SAN MIGUEL	MARTINEZ DE HOZ	2345	1663	BUENOS AIRES	SAN MIGUEL	SAN MIGUEL		MARTINEZ DE HOZ	2345	1663	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BRASIL	2333	1260	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	BRASIL	2333	1260	CO	SM	PICHINCHA	DOMINGO MATHEU	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MADERO EDUARDO AVDA.	1020	1106	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV E MADERO	1020	1106	CO	SM	INGENIERO CARLOS MARIA DELLA PAOLERA	SAN MARTIN	N
BUENOS AIRES	MERLO	AVELLANEDA	486	1722	BUENOS AIRES	MERLO	MERLO		AVELLANEDA	486	1722	CO	SM	CHACABUCO	MAIPU	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GRIVEO	2766	1419	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA PUEYRREDON	L GRIVEO	2766	1419	CO	SM	GENERAL JOSE ANTONIO ALVAREZ CONDARCO	CORONEL JUAN FLORENCIO TERRADA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAVIO GENERAL	127	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES		BO GENERAL MANUEL N SAVIO	127	1439	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PRIMERA JUNTA	4555	1407	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		PRIMERA JUNTA	4555	1407	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AV. BELGRANO	258	1092	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AVDA MANUEL BELGRANO	258	1092	CO	SM	AVENIDA PASEO COLON	BALCARCE	N
CORDOBA	CORDOBA	AV. GRAL PAZ	120	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	AV GRAL JOSE MARIA PAZ	120	5000	CO	SM	9 DE JULIO	AVENIDA COLON	N
CORDOBA	CORDOBA	PIO ASTORI(PALMAR)	1500	5000	CORDOBA		CORDOBA		PIO ASTORI	1500	5000	NE	CI			
BUENOS AIRES	LANUS	BOUCHARD	274	1824	BUENOS AIRES	LANUS	GERLI	VILLA FISHER	ALF H BOUCHARD	274	1824	CO	SM	DOCTOR FLORENCIO VARELA	GENERAL MARTIN MIGUEL DE GUEMES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MEXICO	628	1097	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	MEXICO	628	1097	CO	SM	PERU	BATALLA DE CHACABUCO	N
CORDOBA	CORDOBA	RONDEAUX	134	5000	CORDOBA	CAPITAL	CORDOBA	NUEVA CORDOBA	J RONDEAU	134	5000	CO	SM	BUENOS AIRES	ITUZAINGO	N
MENDOZA	GODOY CRUZ	CARRIL RODRIGUEZ PEÃ?A	2635	5501	MENDOZA		GODOY CRUZ		CARRIL RODRIGUEZ PEAA	2635	5501	DU	DA			
SANTA FE	VILLA GOBERNADOR GALVEZ	S. MARTIN Y PARAGUAY	S/N	2124	SANTA FE		VILLA GOBERNADOR GALVEZ		S MARTIN		2124	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	FRANKLIN	468	1405	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	BENJAMIN FRANKLIN	468	1405	CO	SM	ACOYTE	MANUEL HIDALGO Y COSTILLA	N
CORDOBA	RIO CUARTO	ALBERDI	783	5800	CORDOBA	RIO CUARTO	RIO CUARTO	CENTRO	ALBERDI	783	5800	CO	SM	GENERAL MANUEL BELGRANO	VELEZ SARSFIELD	N
BUENOS AIRES	NECOCHEA	CALLE 59	3269	7630	BUENOS AIRES	NECOCHEA	NECOCHEA		AVENIDA 59	3269	7630	CO	SM	CALLE 70	CALLE 72	N
BUENOS AIRES	LANUS	GOBERNADOR IRIGOYEN	83	1824	BUENOS AIRES	LANUS	LANUS OESTE	LANUS	B DE IRIGOYEN	83	1824	CO	SM	AVENIDA PRESIDENTE HIPOLITO YRIGOYEN	ENRIQUE DEL VALLE IBERLUCEA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CIUDAD DE LA PAZ	1410	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	CIUDAD DE LA PAZ	1410	1426	CO	SM	VIRREY NICOLAS ANTONIO ARREDONDO	VIRREY ANTONIO OLAGUER Y FELIU	N
BUENOS AIRES	SAN ISIDRO	AV. DIEGO CARMAN (STUD 18 )	222	1642	BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		AV D CARMAN	222	1642	CO	SM	FLORENCIO SANCHEZ	MANUEL LEZICA	N
BUENOS AIRES	FLORENCIO VARELA	TTE. ABRAHAM	1710	1888	BUENOS AIRES	FLORENCIO VARELA	FLORENCIO VARELA	VILLA DEL PLATA	SUBTTE J O ABRAHAM	1710	1888	CO	SM	LUIS BRAILLE	GENERAL RUDECINDO ALVARADO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ECUADOR	1588	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	ECUADOR	1588	1425	CO	SM	ARENALES	ANTONIO LUIS BERUTI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CERVANTES	1310	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VELEZ SARSFIELD	MIGUEL DE CERVANTES	1310	1407	CO	SM	CAMARONES	PASAJE CARLOS CARRANZA	N
BUENOS AIRES	LANUS	CAMINO GRAL BELGRANO	2873	1824	BUENOS AIRES	LANUS	LANUS ESTE		CNO GRAL BELGRANO	2873	1824	CO	SM	ALBERTO BARCELO	TEODORO SANCHEZ DE BUSTAMANTE	S
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CALLAO AVDA.	289	1022	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CALLAO	289	1022	CO	SM	TENIENTE GENERAL JUAN DOMINGO PERON	DOMINGO FAUSTINO SARMIENTO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SERRANO	426	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	J M SERRANO	426	1414	CO	SM	VICENTE CAMARGO	AVENIDA CORRIENTES	N
BUENOS AIRES	CIUDADELA	PAZ GENERAL	1079	1702	BUENOS AIRES	TRES DE FEBRERO	CIUDADELA		AV GRAL PAZ	1079	1702	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAENZ PEÃ?A LUIS PTE.	1646	1135	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	PRES LUIS SAENZ PEÑA	1646	1135	CO	SM	AVENIDA JUAN DE GARAY	BRASIL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MITRE BARTOLOME	2742	1039	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	GRAL MITRE	2742	1039	CO	SM	DOCTOR JUAN JOSE CASTELLI	AVENIDA GENERAL JUAN MARTIN DE PUEYRREDON	N
BUENOS AIRES	FLORIDA	AV. MITRE	948	1602	BUENOS AIRES	VICENTE LOPEZ	FLORIDA OESTE		AV B MITRE	948	1602	CO	SM	CARLOS FRANCISCO MELO	MARTIN J HAEDO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ARENAL CONCEPCION	4460	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	C ARENAL	4460	1427	CO	SM	FRANCISCO DE PAULA OTERO	FRANCISCO JAVIER ITURRI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MAIPU	645	1006	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MAIPU	645	1006	CO	SM	TUCUMAN	GENERAL JUAN JOSE VIAMONTE	N
CHUBUT	COMODORO RIVADAVIA	SAN MARTIN	596	9000	CHUBUT	ESCALANTE	COMODORO RIVADAVIA	CENTRO	SAN MARTIN	596	9000	CO	SM	25 DE MAYO	GENERAL BARTOLOME MITRE	N
TUCUMAN	SAN MIGUEL DE TUCUMAN	AV SARMIENTO	155	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	VILLA 9 DE JULIO	AV D F SARMIENTO	155	4000	CO	SM	GOBERNADOR GENERAL JUAN RAMON BALCARCE GONZALEZ	DOCTOR BERNARDO DE MONTEAGUDO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN JUAN AVDA.	2747	1232	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	AV SAN JUAN	2747	1232	CO	SM	AVENIDA JUJUY	CATAMARCA	N
BUENOS AIRES	VICENTE LOPEZ	AV. MAIPU	1668	1638	BUENOS AIRES	VICENTE LOPEZ	FLORIDA		AV MAIPU	1668	1602	CO	SM	ARENALES	LIBERTAD	N
RIO NEGRO	CIPOLLETTI	RUTA 22 Y CALLE 205	0	8324	RIO NEGRO	GENERAL ROCA	CIPOLLETTI		RP 22		8324	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	25 DE MAYO	347	1002	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	25 DE MAYO	347	1002	CO	SM	DOMINGO FAUSTINO SARMIENTO	AVENIDA CORRIENTES	N
MENDOZA	GODOY CRUZ	CANDELARIA	s/n	5501	MENDOZA		GODOY CRUZ		CANDELARIA		5501	NE	AI			
BUENOS AIRES	SAN MIGUEL	RODRIGUEZ PEÃ?A	2511	1663	BUENOS AIRES	SAN MIGUEL	SAN MIGUEL	RESTO DE SANTA MARIA	RODRIGUEZ PEÑA	2511	1663	CO	SM	CONSTITUCION	CONSTITUCION	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	1367	1033	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV B RIVADAVIA	1367	1033	CO	SM	SANTIAGO DEL ESTERO	URUGUAY	N
SIN PROVINCIA	SIN LOCALIDAD	.	.	.	SIN PROVINCIA		SIN LOCALIDAD					NP	SM			
BUENOS AIRES	FLORENCIO VARELA	MONTEVIDEO	2945	1888	BUENOS AIRES	FLORENCIO VARELA	VILLA VATTEONE	GENERAL SAN MARTIN	MONTEVIDEO	2945	1888	CO	SM	DOCTOR ADOLFO ALSINA	VIAMONTE	N
BUENOS AIRES	OLIVOS	RICARDO GUTIERREZ	1486	1636	BUENOS AIRES	VICENTE LOPEZ	OLIVOS		DR R GUTIERREZ	1486	1636	CO	SM	CORDOBA	AVENIDA MAIPU	N
BUENOS AIRES	SAN ISIDRO	JACINTO DIAZ	2636	1642	BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		JACINTO DIAZ	2636	1642	CO	SM	LA RABIDA	COMODORO MURATURE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LAS HERAS GENERAL AVDA.	3169	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV GRAL LAS HERAS	3169	1425	CO	SM	AVENIDA GENERAL FRANCISCO ANTONIO ORTIZ DE OCAMPO	AVENIDA CORONEL DIAZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LAS HERAS GENERAL AVDA.	2281	1127	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV GRAL LAS HERAS	2281	1127	CO	SM	PASAJE CANTILO	AVENIDA GENERAL JUAN MARTIN DE PUEYRREDON	N
BUENOS AIRES	QUILMES	ALSINA	170	1878	BUENOS AIRES	QUILMES	QUILMES		ALSINA	170	1878	CO	SM	MORENO	LAVALLE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BRAUN MENENDEZ	430	1156	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOCA	PJE DR BRAUN MENENDEZ	430	1156	CO	SM	MIGUEL CARLOS VICTORICA	PEDRO ZONZA BRIANO	N
BUENOS AIRES	VILLA CELINA	LATERAL RICHIERI/COLECTORA STRANFORT	EDIF.17	1772	BUENOS AIRES	LA MATANZA	CIUDAD MADERO	LATERAL RICHIERI	COLECTORA STRANFORT		1772	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AUSTRIA	2662	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AUSTRIA	2662	1425	CO	SM	JOSE LEON PAGANO	AVENIDA DEL LIBERTADOR	N
MENDOZA	MENDOZA	PATRICIAS MENDOCINAS	724	5500	MENDOZA	CAPITAL	MENDOZA		PATRICIAS MENDOCINAS	724	5500	CO	SM	AVENIDA CRISTOBAL COLON	SAN LORENZO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BAUNESS	2159	1431	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	BAUNESS	2159	1431	CO	SM	MENDOZA	AVENIDA FELIX DE OLAZABAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AV. INDEPENDENCIA	1253	1099	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AV INDEPENDENCIA	1253	1099	CO	SM	SALTA	SANTIAGO DEL ESTERO	N
BUENOS AIRES	SAN MARTIN		CALLE N019 3585VILLA CONSEPCION		BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN	PTDO. GENERAL SAN MARTIN	CALLE 019	3585		NE	CI			
BUENOS AIRES	COLON	22	610	2720	BUENOS AIRES	COLON	COLON		CALLE 22	610	2720	CO	SM			
CORDOBA	CORDOBA	27 DE ABRIL	130	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	27 DE ABRIL	130	5000	CO	SM	OBISPO FERNANDO TREJO Y SANABRIA	AVENIDA DOCTOR DALMACIO VELEZ SARSFIELD	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PUEYRREDON AVDA.	1306	1118	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV GRAL JUAN M DE PUEYRREDON	1306	1118	CO	SM	CHARCAS	AVENIDA SANTA FE	N
SANTA FE	ROSARIO	PASAJE ESNAOLA	2682	2000	SANTA FE		ROSARIO		PASAJE ESNAOLA	2682	2000	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LASCANO	6373	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VERSALLES	LASCANO	6373	1408	CO	SM	BRUSELAS	MANUEL PORCEL DE PERALTA	N
SANTA FE	ROSARIO	AV. SAN MARTIN	935	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	AVDA SAN MARTIN	935	2000	CO	SM	RIOJA	SAN LUIS	N
BUENOS AIRES	SAN ANDRES	82	2165	1651	BUENOS AIRES	GENERAL SAN MARTIN	SAN ANDRES		82	2165	1651	NE	AI			
