o_provincia	o_localidad	o_calle	o_numero	o_CP	n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP	n_resolucion	n_motivo	n_entre Calle 1	n_entre Calle 2	 CV_ZonaPeligrosa
CORDOBA	PILAR	ZENON LOPEZ	957	5972	CORDOBA		PILAR		ZENON LOPEZ	957	5972	DU	DS			
CORDOBA	CORDOBA	DUARTE QUIROS	96	5000	CORDOBA		CORDOBA		DUARTE QUIROS	96	5000	DU	DS			
CORDOBA	GENERAL DEHEZA	BV. SAN MARTIN E INTENDENTE URQUIA	S/N	5923	CORDOBA		GENERAL DEHEZA		BOULEVARD SAN MARTIN E INTENDENTE URQUIA		5923	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	VALLEJOS	2409	1419	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA PUEYRREDON	A VALLEJOS	2409	1419	CO	SM	MAXIMO ZAMUDIO	GENERAL JOSE GERVASIO ARTIGAS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CÃ?SPEDES	2473	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	F DE CESPEDES	2473	1426	CO	SM	AVENIDA CABILDO	CIUDAD DE LA PAZ	N
BUENOS AIRES	REMEDIOS DE ESCALADA	AV. HIPOLITO YRIGOYEN	6646	1826	BUENOS AIRES	LANUS	REMEDIOS DE ESCALADA	VILLA GENERAL SAN MARTIN	AV PTE H YRIGOYEN	6646	1826	CO	SM	DOCTOR LUIS MURATURE	ROCA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORDOBA AVDA.	1345	1055	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV CORDOBA	1345	1055	CO	SM	TALCAHUANO	URUGUAY	N
NEUQUEN	NEUQUEN	SGTO. CABRAL	537	8300	NEUQUEN	CONFLUENCIA	NEUQUEN	AREA CENTRO OESTE	SGTO J B CABRAL	537	8300	CO	SM	SALTA	JUJUY	N
SAN LUIS	LA TOMA	AV. DEL CASTILLO Y CIRCUNVALACION	S/N	5750	SAN LUIS		LA TOMA		AVENIDA DEL CASTILLO		5750	NE	CI			
CORDOBA	LA CARLOTA	ARRASCAETA	88	2670	CORDOBA	JUAREZ CELMAN	LA CARLOTA		M ARRASCAETA	88	2670	CO	SM	AVENIDA DOCTOR DALMACIO VELEZ SARSFIELD	GREGORIO DEAN FUNES	N
MENDOZA	MENDOZA	SAN MARTIN	931	5500	MENDOZA	CAPITAL	MENDOZA		AV GRAL SAN MARTIN	931	5500	CO	SM	PRESIDENTE BERNARDINO RIVADAVIA	MONTEVIDEO	N
MENDOZA	MENDOZA	SAN MARTIN	2745	5500	MENDOZA	CAPITAL	MENDOZA		AV GRAL SAN MARTIN	2745	5500	CO	SM	PROVINCIA DE JUJUY	JOSE VIDELA CORREA	N
BUENOS AIRES	ADROGUE	AV. ESPORA	645	1846	BUENOS AIRES	ALMIRANTE BROWN	ADROGUE	ALMIRANTE BROWN	AV T ESPORA	645	1846	CO	SM	MITRE		N
BUENOS AIRES	FLORIDA	REMEDIOS DE E. DE SAN MARTIN	1652	1602	BUENOS AIRES	VICENTE LOPEZ	FLORIDA		ESCALADA DE SAN MARTIN	1652	1602	CO	SM	ARENALES	LIBERTAD	N
BUENOS AIRES	CASEROS		GENERAL HORNOS		BUENOS AIRES	TRES DE FEBRERO	CASEROS	PARTIDO 3 DE FEBRERO	GENERAL HORNOS			NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AV. COSTANERA NORTE	S / N	1426	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		AVENIDA COSTANERA NORTE		1426	NE	CI			
BUENOS AIRES	VILLA MADERO	GENERAL PINTOS	755	1768	BUENOS AIRES	LA MATANZA	CIUDAD MADERO		GRAL FRANCISCO A PINTO	755	1768	CO	SM	CONSTITUYENTES	PAUNERO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	25 DE MAYO	529	1002	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	25 DE MAYO	529	1002	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
BUENOS AIRES	QUILMES	RIVADAVIA	176	1878	BUENOS AIRES	QUILMES	QUILMES		RIVADAVIA	176	1878	CO	SM	MORENO	LAVALLE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	10142	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LURO	AV B RIVADAVIA	10142	1408	CO	SM	BASUALDO	CORONEL MARIANO ECHENAGUCIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AVILES VIRREY	3883	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA ORTUZAR	VIRREY G AVILES	3883	1427	CO	SM	ALEJANDRO HEREDIA	JUAN RAMON ESTOMBA	N
MENDOZA	MENDOZA	AGUADO	745	5500	MENDOZA	CAPITAL	MENDOZA		MARQUES DE AGUADO	745	5500	CO	SM	EZEQUIEL TABANERA	HUARPES	N
BUENOS AIRES	GONZALEZ CATAN	FINOCHIETTO.	5930	1759	BUENOS AIRES	LA MATANZA	GONZALEZ CATAN		DR E FINOCHIETTO	5930	1759	CO	SM	ESTEBAN DE LUCA Y PATRON	RIGLOS	N
SANTA CRUZ	LAS HERAS	RAMOS MEJIA	1157	9017	SANTA CRUZ	DESEADO	LAS HERAS		AV RAMOS MEJIA	1157	9017	CO	SM			
JUJUY	SAN PEDRO	MITRE	51	4500	JUJUY	SAN PEDRO	SAN PEDRO	CENTRO	GRAL MITRE	51	4500	CO	SM	TUCUMAN	ARISTOBULO DEL VALLE	N
MENDOZA	VILLA NUEVA DE GUAYMALLEN	MIGUEL A SERVET	2148	5521	MENDOZA		VILLA NUEVA DE GUAYMALLEN		MIGUEL A SERVET	2148	5521	DU	DA			
MISIONES	POSADAS	AV. URUGUAY	2780	3300	MISIONES	CAPITAL	POSADAS	EL PALOMAR	AV REP ORIENTAL DEL URUGUAY	2780	3300	CO	SM	SARGENTO LUIS BARRUFALDI	SARGENTO PEDRO MENDEZ	N
SALTA	ORAN	SARMIENTO	435	4530	SALTA	ORAN	SAN RAMON DE LA NUEVA ORAN		DOMINGO F SARMIENTO	435	4530	CO	SM	GENERAL GREGORIO ARAOZ DE LAMADRID	25 DE MAYO	N
BUENOS AIRES	LA PLATA	CAMINO CENTENARIO Y 514	S/N	1900	BUENOS AIRES	LA PLATA	LA PLATA		AV CENTENARIO		1900	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORRIENTES AVDA.	6277	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	AV CORRIENTES	6277	1427	CO	SM	AVENIDA CORONEL MANUEL DORREGO	MANUEL LEIVA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CHACO	61	1424	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	CHACO	61	1424	CO	SM	FELIPE SENILLOSA	FELIPE SENILLOSA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AVELLANEDA	3158	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV DR N AVELLANEDA	3158	1406	CO	SM	GERONIMO DE HELGUERA	CLAUDIO MAMERTO CUENCA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GRITO DE ASENCIO	3169	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	GRITO DE ASENCIO	3169	1437	CO	SM	IGUAZU	ATUEL	N
MENDOZA	VILLA NUEVA DE GUAYMALLEN	LIBERTAD	1152	5521	MENDOZA	GUAYMALLEN	VILLA NUEVA DE GUAYMALLEN		AV LIBERTAD	1152	5521	CO	SM	CHILE	DOCTOR TOMAS GODOY CRUZ	N
MISIONES	POSADAS	CORDOBA	2014	3300	MISIONES	CAPITAL	POSADAS	CENTRO	CORDOBA	2014	3300	CO	SM	SAN LORENZO	AYACUCHO	N
BUENOS AIRES	VILLA INSUPERABLE	O'GORMAN	1752	1752	BUENOS AIRES	LA MATANZA	LA TABLADA		OGORMAN	1752	1752	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	VIAMONTE	1696	1055	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN JOSE VIAMONTE	1696	1055	CO	SM	PASAJE TENIENTE GENERAL LUIS J DELLEPIANE	NICOLAS RODRIGUEZ PEÑA	N
CORDOBA	CORDOBA	AV VELEZ SARSFIELD	56	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	AV DR VELEZ SARSFIELD	56	5000	CO	SM	GREGORIO DEAN FUNES	27 DE ABRIL	N
MENDOZA	SAN RAFAEL	EL LIBERTADOR	329	5600	MENDOZA	SAN RAFAEL	SAN RAFAEL		AV EL LIBERTADOR	329	5600	CO	SM	INDEPENDENCIA	CORONEL PLAZA	N
MENDOZA	RIVADAVIA	VICUÃ?A PRADO	228	5577	MENDOZA	RIVADAVIA	RIVADAVIA		VICUÑA PRADO	228	5577	CO	SM	LINIERS	SARMIENTO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CUBAS JOSE	2369	1419	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA PUEYRREDON	J CUBAS	2369	1419	CO	SM	CARACAS	MAXIMO ZAMUDIO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN NICOLAS	4274	1419	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	SAN NICOLAS	4274	1419	CO	SM	PAREJA	HABANA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SALTA	1107	1074	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	SALTA	1107	1074	CO	SM	HUMBERTO PRIMO	AVENIDA SAN JUAN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	611	1002	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV B RIVADAVIA	611	1002	CO	SM	FLORIDA	BATALLA DE CHACABUCO	N
BUENOS AIRES	TRES ALGARROBOS	PARAJE DRYSNALE SUR ESTE	6231	6231	BUENOS AIRES	CARLOS TEJEDOR	TRES ALGARROBOS		PARAJE DRYSNALE SUR ESTE	6231	6231	NE	CI			
BUENOS AIRES	RAMOS MEJIA	CHACABUCO	587	1704	BUENOS AIRES	LA MATANZA	RAMOS MEJIA		CHACABUCO	587	1704	CO	SM	AVELLANEDA	ALVEAR	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DAVILA ADOLFO (ZONA PUERTO)	170	1107	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		DAVILA ADOLFO	170	1107	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BOLIVAR	1562	1141	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	GRAL SIMON BOLIVAR	1562	1141	CO	SM	BRASIL	AVENIDA CASEROS	N
SANTA FE	ROSARIO	ESPANA 37	S/N	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	ESPAÑA	37	2000	CO	SM	ESPAÑA BIS	JUJUY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	YRIGOYEN HIPOLITO	476	1086	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	PTE H YRIGOYEN	476	1086	CO	SM	DEFENSA	AVENIDA PRESIDENTE GENERAL JULIO ARGENTINO ROCA	N
BUENOS AIRES	SAN NICOLAS	MORENO 31	S/N	2900	BUENOS AIRES		SAN NICOLAS DE LOS ARROYOS		MORENO	31	2900	DU	DS			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PARAGUAY	3949	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	PARAGUAY	3949	1425	CO	SM	JULIAN ALVAREZ	PEDRO MIGUEL ARAOZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORRIENTES AVDA.	465	1043	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	465	1043	CO	SM	RECONQUISTA	SAN MARTIN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LAVALLE	730	1047	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN LAVALLE	730	1047	CO	SM	MAIPU	ESMERALDA	N
SANTA CRUZ	RIO GALLEGOS	BROWN S/N	S/N	9400	SANTA CRUZ		RIO GALLEGOS		BROWN		9400	NE	AI			
CHUBUT	TRELEW	TENIENTE PEDRO GARCIA	182	9100	CHUBUT	RAWSON	TRELEW	SAN DAVID	TTE P GARCIA	182	9100	CO	SM	CONDARCO	GENERAL MANUEL BELGRANO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DORREGO	831	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	AV CNEL M DORREGO	831	1414	CO	SM	AVENIDA CORRIENTES	DIEGO DE VILLAROEL	N
BUENOS AIRES	EZEIZA	AUTOPISTA RICHIERI	KM 21.5	1804	BUENOS AIRES	EZEIZA	EZEIZA		AUTOPISTA RICHIERI		1804	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RAULET	129	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	PJE RAULET	129	1437	CO	SM	TENIENTE CORONEL GREGORIO POMAR	USPALLATA	N
BUENOS AIRES	BARADERO	JULIAN O ROARKE	2408	2942	BUENOS AIRES	BARADERO	BARADERO		J O ROARKE	2408	2942	CO	SM	DOCTOR FLORENTINO AMEGHINO	JOSE MARMOL	N
BUENOS AIRES	VILLA LOMA HERMOSA	AVENIDA MARQUEZ Y DEL PIERO	99999	1657	BUENOS AIRES	TRES DE FEBRERO	LOMA HERMOSA		AVENIDA MARQUEZ	99999	1657	NE	AI			
BUENOS AIRES	VALENTIN ALSINA	EREZCANO	2754	1822	BUENOS AIRES	LANUS	VALENTIN ALSINA		EREZCANO	2754	1822	NE	AI			
MISIONES	POSADAS	AYACUCHO Y SGO. DEL ESTERO	0	3300	MISIONES		POSADAS		AYACUCHO		3300	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CARRANZA ADOLFO P.	2329	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	ADOLFO P CARRANZA	2329	1417	CO	SM	CARACAS	ALFREDO R BUFANO	N
SALTA	SALTA	RUTA 51	KM.3	4400	SALTA	CAPITAL	SALTA		RN 51		4400	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	JARAMILLO	4500	1430	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAAVEDRA	G JARAMILLO	4500	1430	CO	SM	AGUSTIN JOSE DONADO	MACHAIN	N
BUENOS AIRES	REMEDIOS DE ESCALADA	AV. ROSALES	1241	1826	BUENOS AIRES	LANUS	REMEDIOS DE ESCALADA	VILLA REMEDIOS DE ESCALADA	AV CNEL DE MARINA ROSALES	1241	1826	CO	SM	DOCTOR LUIS MASPERO	CORONEL TIMOTE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MAIPU	1252	1006	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	MAIPU	1252	1006	CO	SM	ARENALES	AVENIDA DOCTOR JOSE MARIA RAMOS MEJIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DE LA TORRE LISANDRO	2039	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	AV DR L DE LA TORRE	2039	1440	CO	SM	TAPALQUE	JOSE ENRIQUE RODO	N
BUENOS AIRES	TIGRE	ROCHA	200	1648	BUENOS AIRES	TIGRE	TIGRE		AV D ROCHA	200	1648	CO	SM	RUPERTO MAZZA	CASTELLI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	FOREST AVDA.	355	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	AV C FOREST	355	1427	CO	SM	JORGE NEWBERY	JOSE ANTONIO MAURE	N
ENTRE RIOS	PARANA	AV. ALMAFUERTE	3658	3100	ENTRE RIOS	PARANA	PARANA	LAS ROSAS	AV ALMAFUERTE	3658	3100	CO	SM	CALLE 771	PROFESOR ANTONIO R TURI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GARCIA JUAN AGUSTIN	3638	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SANTA RITA	JUAN A GARCIA	3638	1407	CO	SM	CONCORDIA	EMILIO LAMARCA	N
CORRIENTES	SANTO TOME	PATRICIO BERTRAN	868	3340	CORRIENTES	SANTO TOME	SANTO TOME		P BERTRAN	868	3340	CO	SM			
BUENOS AIRES	QUILMES	catamarca	1466	1878	BUENOS AIRES	QUILMES	QUILMES		CATAMARCA	1466	1878	CO	SM	GENERAL BERNARDO O HIGGINS	MARTIN RODRIGUEZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SANTA FE AVDA.	3100	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV SANTA FE	3100	1425	CO	SM	TEODORO SANCHEZ DE BUSTAMANTE	TEODORO SANCHEZ DE BUSTAMANTE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LAVALLE	956	1047	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN LAVALLE	956	1047	CO	SM	SUIPACHA	PRESIDENTE CARLOS PELLEGRINI	N
CORDOBA	CORDOBA	ONCATIVA	2457	5000	CORDOBA	CAPITAL	CORDOBA	HOGAR PROPIO	ONCATIVO	2457	5004	CO	SM	GAVILAN	ACOYTE	N
CORDOBA	VILLA ASCASUBI	ZONA RURAL	S/N	5935	CORDOBA		VILLA ASCASUBI		ZONA RURAL		5935	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALSINA ADOLFO	440	1087	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR A ALSINA	440	1087	CO	SM	DEFENSA	GENERAL SIMON BOLIVAR	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	TUCUMAN	423	1049	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TUCUMAN	423	1049	CO	SM	RECONQUISTA	SAN MARTIN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LACROZE FEDERICO AVDA.	1752	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV F LACROZE	1752	1426	CO	SM	MIGUELETES	SOLDADO DE LA INDEPENDENCIA	N
RIO NEGRO	VIEDMA	BARRIO AMERICA - ESC.	14	8500	RIO NEGRO	ADOLFO ALSINA	VIEDMA		BO AMERICA		8500	CO	SM			
TUCUMAN	SAN MIGUEL DE TUCUMAN	AV. ROCA	2965	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	SAN JOSE II	AV PRES GRAL J A ROCA	2965	4000	CO	SM	ERNESTO PADILLA	PASAJE SAN NICOLAS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALEM LEANDRO N. AVDA.	790	1001	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV L N ALEM	790	1001	CO	SM	GENERAL JUAN JOSE VIAMONTE	AVENIDA CORDOBA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALVEAR MARCELO T. DE	882	1058	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PTE M T DE ALVEAR	882	1058	CO	SM	ESMERALDA	SUIPACHA	N
CHACO	RESISTENCIA	JULIO TORT(EX CALLE 7 )	336	3500	CHACO	SAN FERNANDO	RESISTENCIA	VILLA CENTRAL NORTE	JULIO TORT	336	3500	CO	SM	GENERAL OBLIGADO	DOCTOR FLORENTINO AMEGHINO	N
CORDOBA	CORDOBA	EMILIO CIVIT	765	5000	CORDOBA	CAPITAL	CORDOBA	JARDIN	E CIVIT	765	5016	CO	SM	AVENIDA CIUDAD DE VALPARAISO	VILLANUEVA	N
SANTA CRUZ	LAS HERAS	RIO GALLEGOS	220	9017	SANTA CRUZ	DESEADO	LAS HERAS		AV RIO GALLEGOS	220	9017	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	COSQUIN	2448	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	COSQUIN	2448	1440	CO	SM	TANDIL	AVENIDA DE LOS CORRALES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SARMIENTO	2707	1045	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DOMINGO F SARMIENTO	2707	1045	CO	SM	DOCTOR JUAN JOSE CASTELLI	AVENIDA GENERAL JUAN MARTIN DE PUEYRREDON	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORRIENTES AVDA.	415	1043	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	415	1043	CO	SM	RECONQUISTA	SAN MARTIN	N
CATAMARCA	CATAMARCA	RIVADAVIA	837	4700	CATAMARCA	CAPITAL	SAN FDO DEL VALLE DE CATAMARCA		RIVADAVIA	837	4700	CO	SM	CHACABUCO	MOTA BOTELLO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SCALABRINI ORTIZ RAUL AVDA.	1668	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV SCALABRINI ORTIZ	1668	1414	CO	SM	EL SALVADOR	COSTA RICA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALSINA	756	1087	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR A ALSINA	756	1087	CO	SM	BATALLA DE CHACABUCO	PIEDRAS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MAIPU	1252	1006	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	MAIPU	1252	1006	CO	SM	ARENALES	AVENIDA DOCTOR JOSE MARIA RAMOS MEJIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	926	1002	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AV B RIVADAVIA	926	1002	CO	SM	TACUARI	DOCTOR BERNARDO DE IRIGOYEN	N
CORDOBA	CORDOBA	LOS ANDES BV.	3129	5008	CORDOBA		CORDOBA		BOULEVARD LOS ANDES	3129	5008	NE	AI			
BUENOS AIRES	LANUS	MENDOZA	1319	1824	BUENOS AIRES	LANUS	LANUS OESTE	VILLA LIBERTAD	MENDOZA	1319	1824	CO	SM	RESISTENCIA	FORMOSA	N
BUENOS AIRES	PARQUE RECONQUISTA	URUGUAY	S/N	1824	BUENOS AIRES		PARQUE RECONQUISTA		URUGUAY		1824	NE	AI			
BUENOS AIRES	VILLA INSUPERABLE	LISANDRO DE LA TORRE	1609	1752	BUENOS AIRES	LA MATANZA	LA TABLADA	VILLA INSUPERABLE	DR L DE LA TORRE	1609	1766	CO	SM	VITO D SABIA	AVENIDA DE LOS CORRALES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PRIMERA JUNTA	4750	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE AVELLANEDA	PRIMERA JUNTA	4750	1407	CO	SM	PASAJE EL PROFETA DE LA PAMPA	PASAJE ALEJANDRO DUMAS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN LORENZO	220	1064	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	PJE SAN LORENZO	220	1064	CO	SM	AVENIDA PASEO COLON	BALCARCE	N
BUENOS AIRES	ADROGUE	CASTELLI	1570	1846	BUENOS AIRES	ALMIRANTE BROWN	ADROGUE	ALMIRANTE BROWN	DR J JOSE CASTELLI	1570	1846	CO	SM	AVENIDA GENERAL JOSE DE SAN MARTIN	PRESIDENTE ARTURO HUMBERTO ILLIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ESCALADA DE SAN MARTIN REMEDIOS DE	3828	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORESTA	ESCALADA DE SAN MARTIN	3828	1407	CO	SM	BAHIA BLANCA	CHIVILCOY	N
CORDOBA	RIO 3ro.	TUCUMAN	220	5850	CORDOBA		RIO TERCERO		TUCUMAN	220	5850	NE	AI			
SANTA FE	ROSARIO	DORREGO	156	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	CNEL M DORREGO	156	2000	CO	SM	JUJUY	SALTA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	10913	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	AV B RIVADAVIA	10913	1408	CO	SM	OLIDEN	CORONEL PRUDENCIO MURGUIONDO	N
RIO NEGRO	GENERAL ROCA	TUCUMAN	513	8332	RIO NEGRO	GENERAL ROCA	GENERAL ROCA	CASCO CENTRICO	TUCUMAN	513	8332	CO	SM	GENERAL MANUEL BELGRANO	ITALIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN MARTIN	439	1359	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SAN MARTIN	439	1004	CO	SM	AVENIDA CORRIENTES	GENERAL JUAN LAVALLE	N
